ID;Descrição;Preço em R$
234;Placa-Mãe MSI B550m Pro-VDH, AMD e Intel, Socket  3rd gen AMD Ryzen, e futuro AMD Ryzen ATX, DDR4, Wi-Fi;R$ 885,82
235;Placa Mãe ASUS Prime B760-Plus, Intel, M-ATX, DDR5, RGB - 90MB1EF0-M1EAY0;R$ 1.159,99
236;Placa-Mãe Asus ROG Crosshair X670E Gene, AMD AM5, mATX, DDR5;R$ 8.989,90
237;Placa-Mãe AsRock X570 Steel Legend, AMD AM4, ATX, DDR4, Wi-Fi, AX, HDMI e DP;R$ 3.990,00
238;Placa Mãe Gigabyte B650i, Aorus Ultra, Amd Am5, Chipset B650, Iatx, Ddr5 - B650i;R$ 2.901,60
239;Placa-Mãe PCWare A520, AMD AM4, mATX, DDR4, DVI-D, HDMI, D-SUB, M.2 - APM-A520G;R$ 508,52
240;Placa-Mãe Goldentec, Intel LGA 1155 H61, Box;R$ 299,99
241;Placa-mãe Goline, Intel H81 1150, Ddr3 - Gl-h81m-g2;R$ 230,00
242;Placa Mãe Duex Dx B75zg M2, Intel 2ª/3ª Geração, DDR3, Socket LGA1155;R$ 225,77
243;Placa Mãe Gigabyte Z790m Aorus Elite, DDR5, Micro ATX, LGA 1700;R$ 2.588,62
244;Placa-Mãe Gigabyte Z590 D, Intel LGA 1200, DDR4, UD Series;R$ 2.780,99
245;Placa-Mãe Oxy, Intel H110 LGA 1151, mATX, DDR3;R$ 400,80
246;Placa Mãe Login Com Processador Celeron N4020 - Log-glkd-i2;R$ 379,00
247;Placa-Mãe MSI PRO-E, Intel Core 10ª Geração LGA 1200, mATX, DDR4 4800 OC, Chipset B560, USB 3.2, Slot M.2 - B560M;R$ 547,72
248;Placa-Mãe Gigabyte Z690 UD, Intel LGA 1700, ATX, DDR4;R$ 1.445,00
249;Placa Mãe Gigabyte Z790 D, LGA 1700, DDR4, Socket;R$ 2.214,70
250;Placa Mãe Oem H81g, Intel I3/I5/I7 4ª Geração, LGA1150, DDR3;R$ 480,00
251;Placa-Mãe AsRock, Intel 1200 H510M 10ª Geração, HDV, M.2, 2X DDR4, HDMI, DVI e VGA - H510M-HDV/M.2;R$ 690,00
252;Placa Mãe Asrock X370m, Matx Am4 Ddr4, HDMI Usb 3.2;R$ 442,71
253;Placa Mãe Gigabyte B760 Aorus Master, Intel  LGA1700, ATX, DDR4, Wi-fi;R$ 3.100,00
254;Placa-Mãe Oxy BR, Intel H510 Express LGA 1200;R$ 572,76
255;Biostar Racing Z490gta Evo (lga 1200 - Ddr4 4400 O.c), Chipset Intel Z490, Usb 3.2, Slot M.2 - Atx;R$ 2.222,99
256;Placa Mãe Afox Ih81-ma2-v6 Socket, LGA 1150, VGA, DDR3;R$ 345,90
257;Placa Mãe Afox, Am4 Ddr4 HDMI Vga M.2 - B350d4-ma-v2;R$ 306,81
258;Placa-Mãe Asus Prime, Intel Celeron, DDR4 - J4005I-C/BR;R$ 777,60
259;Placa-Mãe MSI A520M-A PRO, AMD AM4, mATX, DDR4, HDMI, Gigalan;R$ 489,00
260;Placa Mãe Keepdata H110-kdgnv, LGA 1151, Giga/nvme/hdmi;R$ 338,52
261;Placa Mãe Goldentec Gt H61 M2, Intel 2ª/3ª Geração, Lga1155, DDR3;R$ 284,24
262;Placa-Mãe Gigabyte, Intel LGA 1200, DDR4, HDMI, D-SUB, RAID, M.2, USB 3.2 - H410M H;R$ 580,31
263;Placa Mãe Msi Mag B650m, AM5, Microatx, DDR5, Mortar Wi-Fi;R$ 2.111,90
264;Placa-Mãe Gigabyte A520M Box, AMD AM4, mATX, DDR4, DS3H, DP, HDMI, DVI-D, USB 3.0;R$ 759,00
265;Placa Mãe, A520m-k Pro V14, Amd Colorful;R$ 543,26
266;Placa-Mãe Gigabyte, Intel LGA 1151, mATX, DDR3 - GA-H110M-H;R$ 790,00
267;Placa Mãe Asus Prime B450m-aii, AM4 M.2,HDMI, DDR4 - 3575;R$ 825,00
268;Placa-Mãe AsRock A520M PRO4, AMD AM4, mATX, DDR4, M.2, DP, HDMI, VGA;R$ 743,07
269;Placa-Mãe Biostar, Intel 1151 B365 MHC 8ª Geração, 2xDDR4 32GB, HDMI e VGA - B365-MHC-VERS.6.X;R$ 448,88
270;Placa Mãe Gigabyte H510M S2H V2 (rev. 1.0), Intel,  micro ATX, DDR4 - H510M S2H V2;R$ 549,99
271;Placa Mãe Gigabyte Ga-h110tn-m, DDR4, HDMI, LGA 1151;R$ 561,00
272;Placa-Mãe Goline Gl H310m G, Socket LGA 1151, DDR4, D Sub DVI, HDMI 8 9 Ger;R$ 399,00
273;Placa Mãe Asus Tuf Gaming Z790-plus, WIFI - 90mb1d80-m0eay0i;R$ 2.869,00
274;Placa-Mãe Gigabyte H410M H, Intel 10ª Geração, mATX, DDR4;R$ 669,82
275;Placa-mãe Gigabyte Ga-a320m-s2h, AMD, AM4, Matx, DDR4 Até 32GB De RAM, Conexões D-sub DVI-D HDMI;R$ 649,00
276;Placa Mãe Gigabyte B760 Aorus Elite, DDR4, ATX, LGA 1700;R$ 2.259,90
277;Placa-Mãe Asus Rog Strix Z790-F Gaming, Intel LGA 1700, Wi-Fi, ATX, DDR5 - 90MB18m0-M0eay0;R$ 3.907,16
278;Placa Mãe Asus Prime Z790-P Wi-Fi, Intel LGA1700 Z790, ATX, DDR5 - 90MB1CJ0-M0EAY0;R$ 2.999,99
279;Placa-Mãe Afox H61, Intel LGA 1155, DDR3 - IH61-MA2;R$ 603,90
280;Placa Mãe Gigabyte X670e Aorus Xtreme, DDR5, E-ATX, AM5;R$ 7.033,36
281;Placa-Mãe Asus Prime, Intel 1151, R2.0 - H310M-D;R$ 806,90
282;Placa-Mãe Brazil PC, Intel LGA 1151, VGA, HDMI, USB 3.0 - BPC-H310-CNBLS;R$ 579,00
283;Placa Mãe Biostar H81mhv3, 3.0 Socket, DDR3, LGA 1150, VGA;R$ 499,20
284;Placa Mãe Oem Hm55 1156 Ddr3 Intel I3/i5/i7, 1ª Geração;R$ 480,00
285;Placa Mãe Msi A320m A Pro, AMD AM4, DDR4;R$ 542,12
286;Placa Mãe Asrock, Intel H610m, LGA 1700, DDR4;R$ 969,00
287;Placa Mãe Keepdata H110-kdgnv Socket, LGA 1151, VGA, DDR4;R$ 606,39
288;Placa-Mãe Afox, Intel LGA 1150, mATX, DDR3 - IH81-MA;R$ 503,98
289;Placa Mãe Keepdata H81-kdgnv Socket, LGA 1150, VGA, DDR3;R$ 484,63
290;Placa Mae Ght Hm55, 1156, H55, DDR3;R$ 356,90
291;Placa Mãe Gigabyte Mw51-hp0, LGA 2066, DDR4 ECC, Chipset C422, Dual Lan, Para Servidor Xeon;R$ 8.054,99
292;Placa Mãe Duex Dx-h61zg M2, Chipset H61, Intel LGA 1155, Matx, DDR3, 2ª E 3ª Geração;R$ 243,90
293;Placa-Mãe Goline Gl-h110-GD4 Intel LGA 1151, 322GB, DDR4, VGA;R$ 300,00
294;Placa Mae Biostar H610mh, LGA 1700, DDR4;R$ 520,45
295;Placa Mãe Gigabyte B760m H, DDR4, Micro ATX, LGA1700;R$ 1.041,89
296;Placa Mãe Gigabyte B760i Aorus Pro, Intel LGA 1700, DDR4, WI-FI, M.2;R$ 2.422,46
297;Placa-Mãe Gigabyte B760 Aorus Elite, Intel Lga1700, Atx, Ddr4;R$ 1.805,46
298;Placa Mãe Brx A320/br, Chipset AMD A320, Intel A320, DDR4;R$ 297,41
299;Placa Mãe Gigabyte A620m S2h, Am5, Matx, DDR5, HDMI, Dp, VGA, USB 3.2, M.2;R$ 1.129,90
300;Placa Mãe Keepdata H510-kdgnv, LGA 1200, Giga/nvme/hdmi;R$ 518,70
301;Placa Mãe Gigabyte A620m, Ds3h Matx, Am5, DDR5, HDMI, Dp, VGA, USB 3.2, M.2;R$ 1.262,90
302;Placa Mãe Gigabyte Z790 Aorus Pro X, WIFI, ATX, LGA 1700, DDR5, HDMI M.2, USB 3.2;R$ 4.651,90
303;Placa Mae Reference H610-gm2, Gigabit, M.2, LGA 1700, Matx, DDR4;R$ 659,60
304;Placa Mãe Msi Pro B650m-p, Matx Am5 Ddr5 HDMI, Displayport Vga M.2 Usb 3.2;R$ 1.302,90
305;Placa S1150 Goldentec,H81, DDR3 M2;R$ 535,56
306;Placa Mãe Gigabyte Z790 Aorus Elite Ax, DDR4, WIFI, ATX, M.2;R$ 3.390,00
307;Placa-Mãe Brazil PC, Intel H55 LGA 1156, DDR3 - BPC-H55-V1.51;R$ 566,99
308;Placa Mae Esonic H110 Intel, LGA1151;R$ 479,00
309;Placa Mãe Keepdata H55-kdg Socket, LGA 1156, VGA, DDR3;R$ 289,80
310;Placa Mãe Keepdata B75-kdgnv Socket, LGA 1155, VGA, DDR3;R$ 423,75
311;USADO - Placa Mae H510m-k M.2, V20, Intel 1200  - Excelente;R$ 421,86
312;Placa Mãe Duex Dx-b760zg, Intel 13ª, 12ª Geração, DDR5, LGA1700, Micro ATX;R$ 785,26
313;Placa Mãe Ght, H81, LGA 1150, DDR3, VGA, HDMI;R$ 264,90
314;Placa Mae Asrock H510m-hdv m.2 Se, DDR4;R$ 480,00
315;Placa Mãe Keepdata H81-kdgnv, LGA 1150, Giga/nvme/hdmi.;R$ 360,75
316;Placa Mãe Msi Pro Z690-p, ATX, LGA 1700, DDR4, HDMI, Displayport, M.2, USB 3.2;R$ 1.594,90
317;Placa Mãe Msi B760 Gaming Plus, Intel, Lga 1700, DDR5, Wifi  - 911-7d98-007;R$ 1.727,90
318;Placa Mãe B75 1155 Brx, C/ Caixa Box Lan, 10, 100, 1000;R$ 339,92
319;Placa Mãe Gigabyte B650e Aorus Master, WIFI, Am5, ATX, DDR5, HDMI, USB 3.2, M.2;R$ 4.518,90
320;Placa Mãe Gigabyte B760i Aorus Pro, Intel Lga1700, Chipset B760, Mitx, Ddr5 - B760i Aorus Pro;R$ 2.524,90
321;Placa Mãe Gigabyte, B450m K, AMD, Am4, MATX, DDR4;R$ 540,00
322;Placa Mãe Msi B650, Gaming Plus Wi-fi, Atx Am5 Ddr5 HDMI, Displayport M.2 Usb 3.2;R$ 2.019,90
323;Placa Mãe Gigabyte Z790 Aorus Elite X, WIFI 7, ATX, LGA 1700, DDR5, HDMI. Dp M.2, USB 3.2;R$ 3.588,90
324;Kit Placa Mãe Oem H61 1155 Processador Core I5 2400 4GB RAM;R$ 680,00
325;Placa Mãe Gigabyte B760m Aorus Elite X Ax, MATX, WIFI, LGA 1700, DDR5, HDMI, Dp, M.2 UDB 3.2;R$ 2.325,90
326;Placa Mãe Gigabyte Z790 Aorus Elite X Ax, ATX, WIFI, LGA 1700, DDR5, HDMI Dp M.2, USB 3.2;R$ 3.441,90
327;Placa Mãe Keepdata H61-kdgnv, LGA 1155, Giga/nvme/hdmi;R$ 218,40
328;Placa-Mãe Msi Mag Z790 Tomahawk Wi-Fi, Intel LGA 1700, DDR4 - 911-7d91-006;R$ 3.474,77
329;Placa Mãe Gigabyte B760m Ds3h, Intel LGA1700, Microatx, DDR4;R$ 1.262,90
330;Placa Mãe Gigabyte Z790i Aorus Ultra, Wi-fi, Ddr5, Itx, Lga1700;R$ 5.709,90
331;Placa Mãe I3/i5/i7 Pcware Ipmh610g;R$ 493,41
332;Placa Mae Duex Intel Socket 1150, DDR3;R$ 456,00
333;Placa Mãe Goldentec, AMD, A320 DDR4 | Gt;R$ 440,32
334;Placa-Mãe Lga Am4 Dx-a320 - Duex;R$ 450,47
335;Placa Mãe Asus I3/i5/i7, Prime Mini Itx H510t2/csm 10/11 Geração;R$ 1.064,70
336;Placa Mãe Gigabyte B760m, Aorus Elite (rev. 1.0), LGA 1700, DDR5;R$ 2.190,00
337;Placa Mãe Asus Prime H310m-e R2.0/br,1151,DDR4,HDMId-sub,USB, 3.1/m.2;R$ 895,90
338;Placa Mae Intel 775, ATX 975X - BOXD975XBXLKR;R$ 299,00
339;Placa Mãe Keepdata H61-kdgnv Socket, LGA 1155, VGA, DDR3;R$ 362,86
340;Placa Mãe Afox H510d4ma6v2 LGA1200, DDR4,HDMI;R$ 440,65
341;Placa Mãe Duex Dx H61zg, DDR3, Socket 1155, M-ATX, Chipset Intel H61;R$ 295,99
342;Placa Mãe Msi B760 Gaming Plus, Wi-fi, DDR5, ATX, LGA1700;R$ 3.189,90
343;Placa-Mãe Msi Mag Z790 Tomahawk Wi-Fi, Intel LGA 1700, DDR5 - 911-7d91-019;R$ 3.322,90
344;Placa Mãe Para Servidor Intel Xeon Asrock E3c252d4u - (lga 1200 - Ddr4 Ecc), Chipset C252, Dual Lan;R$ 4.625,99
345;Placa Mãe Keepdata H61-kdgnv Socket, LGA 1155, VGA, DDR3;R$ 362,86
346;Placa Mãe Knup A520, AMD Ryzen AM4, HDMI, DDR4, 16GB,  6 GB/s USB 3.0;R$ 560,01
347;Placa Mãe Msi Mag B760 Tomahawk, Intel, Lga 1700, DDR4, Wifi - 911-7d96-003;R$ 2.383,66
348;Placa-Mãe BRX H510, Intel, 1200, Micro ATX, VGA, HDMI, DDR4;R$ 390,92
349;Placa Mãe Gigabyte B650 Aorus Pro Ax, WIFI, Am5, ATX, DDR5, HDMI, USB 3.2, M.2;R$ 3.588,90
350;Placa Mae Revenger G-h61/k, DDR3, Socket 1155;R$ 330,90
351;Processador Intel Core I5 13400f, 2.50ghz, 10-core, LGA1700;R$ 2.279,90
352;Placa Mãe Goldentec Gaming AMD B550m DDR4 | Gt;R$ 714,12
353;Placa Mae Duex Intel, DDR3, H81 - Dx H81zg M2;R$ 324,90
354;Placa Mãe Gigabyte, Para Intel H510m H, V2, LGA 1200 Ultra Durable, 2x, DDR4, Matx;R$ 659,90
355;Placa Mãe Knup Pci Express Chipset, Intel LGA 1155, DDR3, 16GB, USB 2.0;R$ 391,24
356;Placa-Mãe Msi Pro B550m-P Gen3, AMD AM4, Matx, DDR4, Chipset B550 - 911-7d95-010;R$ 823,90
357;Placa-Mãe Goldentech, Intel, LGA 1151, H310C, DDR4, GT;R$ 452,23
358;Placa-Mãe Biostar, AMD, DDR3, HDMI - A68N-2100K;R$ 399,88
359;Placa-Mãe AsRock, AMD AM3, LGA - 760GM-HD;R$ 741,50
360;Placa Mãe Biostar A520mh, AMD, Am4 MATX, DDR4;R$ 503,67
361;Placa Mãe Goline, Chipset Intel LGA775, DDR3 -  GL-41-MA G41;R$ 399,00
362;Placa-Mãe Goline, Intel 1151, DDR3, VGA e HDMI - GL-H110-MA;R$ 574,00
363;Placa-Mãe Daixu B75M, Intel LGA 1155, DDR3 até 16GB;R$ 549,99
364;Placa-Mãe Gigabyte C621 Aorus Xtreme, Intel LGA 3647, DDR4;R$ 10.744,75
365;Placa-Mãe Positivo Premium, Intel Celeron CPU Onboard, Para Notebook - 6-71-W54T0-D03;R$ 350,00
366;Placa-Mãe Bluecase Bulk, AMD AM3+, mATX, DDR3, 760G - BMB78-D2;R$ 432,00
367;Placa Mãe Gigabyte B660M DS3H, Intel LGA 1700, mATX, DDR4, M.2 NVME;R$ ----
368;Placa Mãe ASUS Prime H510M-A R2.0, Intel, ATX, DDR4, LGA 1200, H470 - 90MB1FP0-M0EAY0;R$ ----
369;Placa Mãe Asus TUF Gaming X670E-Plus Wi-Fi, AMD X670, AM5, DDR5 - 90MB1BK0-M0EAY0;R$ ----
370;Placa Mãe Gigabyte B660M Aorus PRO, Intel LGA 1700, mATX, DDR4, M.2 NVME;R$ ----
371;Placa Mãe Asus ROG STRIX B760-F Gaming Wi-Fi, Intel LGA 1700, ATX, DDR5, Wi-Fi - 90MB1CT0-M0EAY0;R$ ----
372;Placa Mãe Asus Tuf Gaming Z690-Plus D4, Intel 1700 Z690, ATX, DDR4, RGB;R$ ----
373;Placa Mãe Asus TUF Gaming B650M-Plus Wi-Fi, AMD AM5 B650, mATX, DDR5, Wi-Fi - 90MB1BF0-M0EAY0;R$ ----
374;Placa Mãe Asus Prime Z790-A Wi-Fi, Intel LGA1700 Z790, ATX, DDR5 - 90MB1CS0-M0EAY0;R$ ----
375;Placa Mãe Gigabyte H510M, Intel LGA 1200, mATX, DDR4, (rev. 1.0);R$ ----
376;Placa Mãe Z790-P MSI PRO Wi-Fi, Intel LGA 1700, ATX, DDR5 - PRO Z790-P WIFI;R$ ----
377;Placa Mãe Asus TUF Gaming B550M-PLUS Wi-Fi II, AMD, mATX, DDR4, RGB, Wi-Fi - 90MB19Y0-M0EAY0;R$ ----
378;Placa Mãe Gigabyte B650M DS3H (Rev. 1.0), AMD, ATX, DDR5 AM5, RGB - B650M DS3H;R$ ----
379;Placa Mãe Asus Prime B650M-A WiFi II - 90MB1EG0-M0EAY0;R$ ----
380;Placa Mãe Asus Rog Strix B650E-I Gaming WiFi, AMD, Mini-ITX, DDR5, RGB, WiFi, Bluetooth - 90MB1BI0-M0EAY0;R$ ----
381;Placa Mãe Asus Rog Strix B650E-F Gaming WiFi, AMD, ATX, DDR5, RGB, WiFi, Bluetooth - 90MB1BQ0-M0EAY1;R$ ----
382;Placa Mãe Gigabyte B450M Gaming, AMD AM4, mATX, DDR4, (rev. 1.0);R$ ----
383;Placa Mãe Asus TUF GAMING B760M-Plus, Intel LGA 1700, mATX, D4, DDR4 - 90MB1DI0-M0EAY0;R$ ----
384;Placa Mãe Asrock X670E Steel Legend, ATX, AMD Ryzen, DDR5, Wifi, Bluetooth - 90-MXBJ40-A0UAYZ;R$ ----
385;Placa Mãe Asus ROG Strix Z790-I Gaming Wi-Fi, Intel LGA1700 Z790, ITX, DDR5 - 90MB1CM0-M0EAY0;R$ ----
386;Placa Mãe Asus TUF Gaming B660M-PLUS Wi-Fi D4, Intel LGA 1700 B660, mATX, DDR4;R$ ----
387;Placa Mãe Gigabyte Z790 Aorus Elite, LGA 1700, ATX, DDR5 - Z790 AORUS ELITE;R$ ----
388;Placa Mae Asus Prime Z590-P, Intel, mATX, DDR4, RGB - 90MB16I0-M0EAY0;R$ ----
389;Placa Mae Asus TUF Gaming X670E-Plus, AMD X670, AM5, DDR5 - 90MB1BJ0-C1BAY0;R$ ----
390;Placa Mãe Asus Proart Z790 Creator, Intel, ATX, DDR5, WiFi, Bluetooth - 90MB1DV0-M1EAY0;R$ ----
391;Placa Mãe Gigabyte B760M DS3H (rev. 1.0), LGA1700, DDR4;R$ ----
392;Placa Mãe Gigabyte B760 AORUS ELITE AX (rev. 1.0), Intel LGA 1700, ATX, DDR4, WIFI - B760 A ELITE AX DDR4;R$ ----
393;Placa Mãe ASUS ProArt B650-Creator, AMD AM5 B650, ATX, DDR5 - 90MB1C40-M0EAY0;R$ ----
394;Placa-Mãe Asus ROG Crosshair X670E Hero, AMD AM5, ATX, DDR5, Wi-Fi, M.2, USB/4 - 90MB1BC0-M0EAY0;R$ ----
395;Placa-Mãe Asus TUF Gaming, Intel LGA 1200, mATX - B460M-PLUS;R$ ----
396;Placa Mãe Asus Prime X670-P, AMD X670, AM5, DDR5 - 90MB1BU0-M0EAY0;R$ ----
397;Placa Mãe Asus Rog Strix B760-i Gaming WiFi - 90MB1D90-M0EAY0;R$ ----
398;Placa-Mãe Goldentec G41, Intel LGA 755, Micro ATX, DDR3 - 43766;R$ ----
399;Placa Mãe Asus TUF Gaming B650M-Plus, AMD AM5 B650, mATX, DDR5 - 90MB1BG0-M0EAY0;R$ ----
400;Placa Mãe Asus Prime X570-Pro, AMD AM4, ATX, DDR4;R$ ----
401;Placa Mãe Gigabyte B650M Gaming X AX, AMD, ATX, AM5, DDR5, Wi-Fi, Bluetooth - B650M GAMING X AX;R$ ----
402;Placa-Mãe ASRock A520M-HVS, AMD AM4, Micro ATX, DDR4;R$ ----
403;Placa Mãe Gigabyte B560M DS3H V2, Intel LGA1200, Micro ATX, DDR4, (rev. 1.0);R$ ----
404;Placa Mãe Asus Prime B760M-A, Intel LGA 1700, D4, mATX, DDR4 - 90MB1D00-M0EAY0;R$ ----
405;Placa Mãe Asus ROG Strix B550-F Gaming, AMD AM4, ATX, DDR4;R$ ----
406;Placa Mãe Asus ROG STRIX B760-A GAMING WIFI, Intel, ATX, DDR5, Wi-Fi, Bluetooth - 90MB1EP0-M0EAY0;R$ ----
407;Placa Mãe Asus ROG Strix B650E-E Gaming Wi-Fi, AMD AM5 B650, ATX, DDR5, Wi-Fi - 90MB1BB0-M0EAY0;R$ ----
408;Placa Mãe Gigabyte H410M H V3, Intel LGA 1200, mATX, DDR4, (rev. 1.0);R$ ----
409;Placa Mãe Asus Rog Crosshair X670E Hero, AMD X670, AM5, DDR5, Wi-Fi - 90MB1BC0-M0EAY0;R$ ----
410;Placa Mãe Gigabyte B660M Gaming X, Intel 1700, mATX, DDR4;R$ ----
411;Placa Mãe Asus Tuf Gaming Z790-Plus, Intel, ATX, DDR5, RGB, Wi-Fi, Bluetooth - 90MB1D80-M1EAY0;R$ ----
412;Placa Mãe Gigabyte B650M Aorus Elite, AMD, Micro ATX, DDR5 - B650M AORUS ELITE;R$ ----
413;Placa Mae Asus ROG Maximus Z790 Hero, Intel LGA1700 Z790, ATX, DDR5, Wi-Fi - 90MB1CI0-M0EAY0;R$ ----
414;Placa Mãe Asus ROG Strix Z490-I Gaming, Intel LGA 1200, Mini-ITX, DDR4;R$ ----
415;Placa Mãe Asus Prime X670-P Wi-Fi, AMD X670, AM5, DDR5 - 90MB1BV0-M0EAY0;R$ ----
416;Placa Mãe Asus Prime B450M-Gaming II, Micro ATX, AMD AM4, DDR4 - 90MB17W0-C1BAY0;R$ ----
417;Placa Mãe Gigabyte B660M Aorus PRO AX, Intel LGA1700, Micro ATX, DDR5,  Wi-Fi, Bluetooth, (rev. 1.x);R$ ----
418;Placa Mãe Gigabyte A620M DS3H, AMD AM5, mATX, DDR5, RGB;R$ ----
419;Placa Mãe Gigabyte GA-A320M-S2H, AMD AM4, mATX, DDR4;R$ ----
420;Placa Mãe Gigabyte Z590M Gaming X, LGA 1200, Micro ATX, DDR4, (rev. 1.0);R$ ----
421;Placa Mãe Asus Prime H410M-E, Intel LGA 1200, mATX, DDR4;R$ ----
422;Placa Mãe MSI Mortar, AMD AM4, mATX, DDR4 - MAG B550M MORTAR;R$ ----
423;Placa Mãe Gigabyte A520M S2H, AMD AM4, DDR4;R$ ----
424;Placa Mãe Gigabyte Z690 Gaming X, Intel LGA 1700, ATX, DDR5, M.2 NVMe;R$ ----
425;Placa Mãe ASUS PRIME Z790M-PLUS, Intel LGA 1700, mATX, DDR5, RGB - 90MB1E70-M0EAY0;R$ ----
426;Placa Mãe Asus ROG Strix B550-F Gaming II, AMD AM4, ATX, DDR4, Wi-Fi, Aura Sync RGB;R$ ----
427;Placa Mae Asus ProArt X670E-Creator Wi-Fi, AMD X670, AM5, DDR5 - 90MB1B90-M0EAY0;R$ ----
428;Placa Mãe Asus TUF Gaming B560M-PLUS, Intel LGA1200, microATX, DDR4;R$ ----
429;Placa Mãe Z790 MSI MAG Tomahawk Wi-Fi, Intel LGA 1700, ATX, DDR4 - MAG Z790 TOMAHAWK WIFI DDR4;R$ ----
430;Placa Mãe Goldentec H61, Intel LGA 1155, Micro ATX, DDR3 - 43764;R$ ----
431;Placa Mãe Asus Prime Z690-A, Intel 1700, DDR5, ATX, RGB;R$ ----
432;Placa Mae Asus Rog Strix X670E-I Gaming Wi-Fi, AMD X670, AM5, DDR5 - 90MB1B70-M0EAY0;R$ ----
433;Placa Mãe Asus Prime B760-Plus, Intel LGA 1700, D4,DDR4, ATX - 90MB1CW0-M0EAY0;R$ ----
434;Placa Mãe Asus Prime B650-Plus, AMD AM5 B650, ATX, DDR5 - 90MB1BS0-M0EAY0;R$ ----
435;Placa Mãe Asus Prime H610M-A D4, LGA 1700 H610, mATX, DDR4;R$ ----
436;Placa Mãe MSI B560M PRO-VDH, Intel LGA 1200, MATX, DDR4;R$ ----
437;Placa Mãe Asus ROG Strix B660-F Gaming Wi-Fi, Intel LGA 1700 B660, ATX, DDR5;R$ ----
438;Placa Mãe Gigabyte B450M Aorus Elite, AMD AM4, Micro ATX, DDR4;R$ ----
439;Placa Mãe ASUS ROG Strix B550-A Gaming, AMD B550, ATX, DDR4;R$ ----
440;Placa Mãe Asus Prime B560M-A, Intel LGA1200, mATX, DDR4;R$ ----
441;Placa Mãe MSI B450M Pro-M2 Max, AMD AM4, m-ATX, DDR4;R$ ----
442;Placa Mãe Gigabyte Aorus B450 Aorus M, AMD AM4, mATX, DDR4;R$ ----
443;Placa Mãe ASRock B660M Phantom Gaming 4, Intel, M-ATX, DDR4, Socket, LGA 1700;R$ ----
444;Placa Mãe ASRock H510M-HDV/M.2, Intel LGA1200, mATX, DDR4;R$ ----
445;Placa Mãe Asus Rog Maximus Z790 Apex, Intel, ATX, DDR5, RGB, WiFi, Bluetooth, LGA 1700 - 90MB1CF0-M0EAY0;R$ ----
446;Placa-Mãe Gigabyte A520, AMD AM4, DDR4 - A520M-H;R$ ----
447;Placa-Mãe Asus ROG Strix X570-F Gaming, AMD AM4, ATX, DDR4;R$ ----
448;Placa Mãe Gigabyte H410M S2H V3, Intel LGA 1200, mATX, DDR4, (rev. 1.0);R$ ----
449;Placa Mãe Asus Prime H310M-E R2.0/BR, Intel LGA 1151, mATX, DDR4;R$ ----
450;Placa-Mãe ASRock Z690 Taichi, Intel LGA 1700, ATX, DDR5, M.2 NVMe, Wi-Fi, Bluetooth - Z690 Taichi;R$ ----
451;Placa Mãe Gigabyte B760 Aorus Master (rev. 1.0), Intel, ATX, DDR4, Wi-Fi, Bluetooth - B760 AORUS MASTER DDR4;R$ ----
452;Placa Mãe Gigabyte B550M Gaming, AMD AM4, Micro ATX, DDR4;R$ ----
453;Placa Mãe Gigabyte B760M Gaming X (rev. 1.0),  Intel, Micro ATX, DDR4 - B760M GAMING X DDR4;R$ ----
454;Placa Mãe MSI PRO H410M-B, LGA1200, mATX, DDR4;R$ ----
455;Placa Mãe ASRock H310CM-HG4, Intel LGA 1151, mATX, DDR4;R$ ----
456;Placa Mãe Gigabyte Z590 Aorus Ultra Wi-Fi, LGA 1200, ATX, DDR4, (rev. 1.0);R$ ----
457;Placa-Mãe ASRock Z690 Extreme, Intel LGA 1700, ATX, DDR4, M.2 NVMe - Z690 EXTREME;R$ ----
458;Placa Mãe Asus TUF GAMING B760M-Plus Wi-Fi, Intel LGA 1700, mATX, D4,DDR4, Wi-Fi - 90MB1DG0-M0EAY0;R$ ----
459;Placa Mãe Gigabyte B550 Aorus Master, AMD AM4, ATX, DDR4;R$ ----
460;Placa Mãe MSI PRO B660M-A, LGA 1700, mATX, DDR4 - 911-7D43-004;R$ ----
461;Placa Mãe ASRock B560M Steel Legend, Intel LGA 1200, Micro ATX, DDR4;R$ ----
462;Placa Mãe Asus Rog Strix Z790-A Gaming Wi-Fi D4, Intel, ATX, DDR5, Wi-Fi, Bluetooth - 90MB1E00-M0EAY0;R$ ----
463;Placa Mãe Gigabyte B660M Gaming X DDR4, Intel, mATX, DDR4 - B660MGAMINGXDDR4;R$ ----
464;Placa Mãe Asus TUF Gaming B650-Plus, AMD AM5 B650, ATX, DDR5 - 90MB1BY0-M0EAY0;R$ ----
465;Placa Mãe Asus TUF GAMING Z690-PLUS WIFI D4, Intel, ATX, DDR4, RGB, Wi-Fi;R$ ----
466;Placa Mãe Gigabyte Z690 Gaming X DDR4, Intel LGA 1700, ATX, DDR4, M.2 NVME, (rev. 1.0);R$ ----
467;Placa Mãe Asus ROG MAXIMUS Z690 EXTREME, Intel 1700 Z690, DDR5, EATX;R$ ----
468;Placa Mãe Gigabyte Z590 Aorus Master, Intel LGA1200, ATX, DDR4, Wi-Fi, RGB, Bluetooth, (rev. 1.0);R$ ----
469;Placa Mãe Asus TUF Gaming Z490-Plus, Intel LGA 1200, ATX, DDR4;R$ ----
