ID;Descrição;Preço em R$
217;Memória Kingston SODIMM, 8GB, 3200MHz, DDR4, 1.2V - KVR32S22S6/8;R$ 161,83
218;Memória Kingston 8GB, DDR4, 2400mhz, Cl17 - Kvr24n17s8/8;R$ 125,75
219;Memória Kingston, 16GB, 3200MHz, DDR4, CL22 - KVR32N22D8/16;R$ 219,11
220;Memória Kingston Fury Beast, RGB, 32GB (2x16GB), 2666MHz, DDR4, CL16, Preto - KF426C16BB1AK2/32;R$ 589,99
221;Memória Oxy, 8GB, 1600MHz, DDR3, CL11, Para Notebook - PC3-12800;R$ 85,41
222;Memória XPG Spectrix D50, RGB, 32GB, 3600MHz, DDR4, CL18, Cinza - AX4U360032G18I-ST50;R$ 639,99
223;Memória Corsair Vengeance 32GB, 2666MHz, DDR4, C18, para Notebook, Preto - CMSX32GX4M1A2666C18;R$ 489,99
224;Memória Crucial, 32GB, 3200MHz, DDR4, Para Notebook - CT32G4SFD832A;R$ 501,50
225;Memória Corsair Dominator Platinum para AMD, RGB, 32GB (2x16GB), 5600MHz, DDR5, C36, Preto - CMT32GX5M2B5600Z36;R$ 1.099,99
226;Memória ADATA 8GB, 3200MHz, DDR4 - AD4U32008G22 SGN;R$ 142,90
227;Memória Kingston Fury Beast Black, 32GB, 3200MHz, DDR4 - KF432C16BB/32;R$ 500,00
228;Memória ADATA, 32GB, 3200MHz, DDR4, CL22, Para Desktop - AD4U320032G22 SNG;R$ 612,65
229;Memória XPG Spectrix D41, RGB, 8GB, 3200MHz, DDR4, CL16, Cinza;R$ 205,44
230;Memória Kingston Fury Beast para Intel XMP, RGB, 16GB, 5600MHz, DDR5, CL40, Preto - KF556C40BBA-16;R$ 539,99
231;Memória Kingston Fury Beast, 8GB, 4800MHz, DDR5, Preto - KF548C38BB/8;R$ 275,00
232;Memória Redragon, 16GB, 3200MHz, DDR4, CL16, Vermelho - GM-702;R$ 239,99
233;Memória Corsair Value Select 8GB, 1333MHz, DDR3L, C9, para Notebook - CMSO8GX3M1C1333C9;R$ 199,99
234;Memória Corsair, 4GB, 1333MHz, DDR3, CL9, para Notebook - CMSO4GX3M1A1333C9;R$ 119,99
235;Memória Corsair Vengeance LPX 64GB (2x32GB) 2666MHz DDR4 C16 Black - CMK64GX4M2A2666C16;R$ 969,99
236;Memória SODIMM 4GB DDR4 Compatível com Notebook HP - OEM;R$ 76,72
237;Memória Kingston Fury Beast para Intel XMP, RGB, 32GB (2x16GB), 5600MHz, DDR5, CL40, Preto - KF556C40BBAK2-32;R$ 1.049,99
238;Memória Kingston Fury Impact, 32GB, 4800MHz, CL38, DDR5, Para Notebook - KF548S38IB-32;R$ 799,99
239;Memória Corsair, 8GB (2x4GB), 1333MHz, DDR3, C9 - CMV8GX3M2A1333C9;R$ 219,99
240;Memória Oxy, 2GB, 667MHz, DDR2 - OXY667D2N5/2G;R$ 47,41
241;Memoria Corsair Dominator Platinum RGB, 32GB (2x16GB), DDR4, 3200MHz, C16, Branco - CMT32GX4M2E3200C16W;R$ 849,99
242;Memória Corsair Dominator, RGB, 32GB (2x16GB), 5600MHz, DDR5, CL36, Preto - CMT32GX5M2B5600C36;R$ 1.099,99
243;Memória Kingston Fury Beast para Intel XMP, RGB, 64GB (2x32GB), 5200MHz, DDR5, CL40, Preto - KF552C40BBAK2-64;R$ 1.699,99
244;Memória Kingston Fury Beast para Intel XMP, RGB, 16GB, 6000MHz, DDR5, CL40, Branco - KF560C40BWA-16;R$ 549,99
245;Memória Gamer Ktrok Desktop 8GB, 3200mhz, Drr4 Kt-g8gd43200bd;R$ 139,90
246;Memória Kingston Fury Beast, RGB, 32GB (2x16GB), 5200MHz, DDR5, CL36, Branco - KF552C36BWEAK2-32;R$ 949,99
247;Memória Kingston HyperX Fury, 8GB, 3200MHz, DDR4, CL16, Preto - HX432C16FB3/8;R$ 199,41
248;Memória Xpg Hunter, 16GB, 1x16GB, 5200mts, DDR5;R$ 763,93
249;Memória Kingston Fury Beast para Intel XMP, RGB, 16GB (2x8GB), 5600MHz, DDR5, CL40, Preto - KF556C40BBAK2-16;R$ 649,99
250;Memória Oxy, 8GB, 2133MHz, DDR4, CL15, Para Notebook - PC4-17000;R$ 126,26
251;Memória XPG Spectrix D50, RGB, 16GB (2x8GB), 3600MHz, DDR4, CL18, Branca - AX4U36008G18I-DW50;R$ 409,99
252;Memoria Kingston 8GB, DDR3, 1600mhz, 1.35v, Notebook - Kvr16ls11/8wp;R$ 174,58
253;Memória Corsair Vengeance LPX 32GB (4x8GB), 3200MHz, DDR4, C16, Preto - CMK32GX4M4B3200C16;R$ 619,99
254;Memória Hyperx Fury Gamer DDR4, 8GB, 2400Mhz;R$ 199,41
255;Memória Corsair Vengeance RGB Pro, 16GB (2x8GB), 3200MHz, DDR4, C16, Preto - CMW16GX4M2C3200C16-TUF;R$ 439,99
256;Memória Corsair Vengeance LPX 64GB (2x32GB) 2400MHz DDR4 C16 Black - CMK64GX4M2A2400C16;R$ 899,99
257;Memória RAM Crucial, 8GB, 2133Mhz, DDR4, Para Notebook;R$ 199,90
258;Memória Kingston Fury Beast RGB, 16GB, 2666MHz, DDR4, CL16, Preto - KF426C16BB2A/16;R$ 309,99
259;Memória Hyperx Fury Gamer DDR4, 16GB, 3200Mhz;R$ 275,40
260;Memória Oxy, 16GB, 2400MHz, DDR4, Para Notebook;R$ 245,96
261;Memória Kingston Fury Renegade RGB, 128GB (4x32GB), 3600MHz, DDR4, CL18, Preto - KF436C18RB2AK4/128;R$ 2.599,99
262;Memória Kingston, 4GB, 1600MHz, DDR3, CL11 - KCP3L16NS8/4;R$ 149,99
263;Memória Ram Desktop Gamer Hyperx Fury, Ddr4, 32Gb, 3200Mhz;R$ 569,90
264;Memória Kingston, 8GB, 2400MHz, DDR4, CL17 - KVR24S17S8/8;R$ 192,15
265;Memória Kingston Fury Beast para Intel XMP, 128GB (4x32GB), 5200MHz, DDR5, CL40, Preto - KF552C40BBK4-128;R$ 3.099,99
266;Memória ADATA SODIMM, 16GB, 2666MHz, DDR4, Para Notebook - AD4S2666316G19 S - 42CM2;R$ 298,85
267;Memória Kingston, 4GB, 1600MHz, DDR3 - KVR16N11/4;R$ 61,20
268;Memória Kingston Fury Renegade, 16GB (2x8GB), 4000MHz, DDR4, CL19, Preto - KF440C19RBK2/16;R$ 459,99
269;Memória Corsair Vengeance RT, RGB, 32GB (4x8GB), 3600MHz, DDR4, CL18, Branco - CMN32GX4M4Z3600C18W;R$ 849,99
270;Memória Kingston Fury Beast para Intel XMP, RGB, 32GB (2x16GB), 6000MHz, DDR5, CL40, Branco - KF560C40BWAK2-32;R$ 1.099,99
271;Memória Ram Kingston Fury Renegade DDR4, 32GB, 3600MHZ, RGB - Preto (kf436c18rba/32);R$ 896,19
272;Memória Gamer Xpg Gammix D35 16GB, DDR4, 3200 Mhz, Branco - Ax4u320016g16a-swhd35;R$ 299,61
273;Memória Oxy, 8GB, 2400MHz, DDR4, Para Notebook, BR;R$ 126,26
274;Memória Ktrok SODIMM, 8GB, 1333MHz, DDR3, Para Notebook;R$ 84,52
275;Memória Corsair Vengeance RGB RS, 16GB (2x8GB), 3200MHz, DDR4, CL16, Preto - CMG16GX4M2E3200C16;R$ 399,99
276;Memória RAM Sk Hynix Servidor, 8GB, Hma81gr7cjr8n-vk, Ddr4-2666 Ecc Rdimm 1rx8;R$ 76,50
277;Memoria   8gb Kingston Ddr4 2666mhz - Kvr26n19s8/8.;R$ 117,00
278;Memória Corsair Vengeance, 8GB, 4800MHz, DDR5, C40, para Notebook, Preto  - CMSX8GX5M1A4800C40;R$ 259,99
279;Memória NTC, 16GB, 2666MHz, DDR4, 1.2V, Para Notebook;R$ 196,88
280;Memória Kingston Fury Impact, 32GB, 2666MHz, DDR4, CL16, para Notebook - KF426S16IB/32R;R$ 499,99
281;Memória Kingston Fury Beast, RGB, 16GB (2x8GB), 3200MHz, DDR4, CL16, Preto - KF432C16BBAK2/16;R$ 399,99
282;Memória Hyperx Kingston Fury Beast RGB, 16GB, DDR5, 6000mhz, Preto - Kf560c40bba-16;R$ 557,13
283;Memória Kingston Fury Beast, RGB, 32GB (2x16GB), 6000MHz, DDR5, CL36, Branco - KF560C36BWEAK2-32;R$ 1.129,99
284;Memória Kingston, 4GB, 1600MHz, DDR3, Para Notebook, Low Voltage;R$ 82,48
285;Memória Oxy, 4GB, 2133MHz, DDR4, Para Notebook;R$ 85,41
286;Memória 16GB, 3200 ECC Reg., DDR4, KTD-PE432D8P/16G, Dell R440/R450/R540/R550;R$ 599,00
287;Memória XPG Gammix D20, 32GB (2x16GB), 3200MHz, DDR4, CL16, Preto - AX4U320016G16A-DCBK20;R$ 599,99
288;Memória Gamer 8GB Xpg Gammix D30 DDDR4 3200 Mhz Red - AX4U32008G16A-SR30;R$ 178,11
289;Memória XPG Spectrix D45G, RGB, 32GB (2x16GB), 3600MHz, DDR4, CL18, Preta - AX4U360016G18I-DCBKD45G;R$ 699,99
290;Memória Kingston Gamer Fury Beast, 4GB, 2666MHz, DDR4, CL16 - KF426C16BB/4;R$ 116,10
291;Memória Kingston Fury Beast RGB, 8GB, 2666MHz, DDR4, CL16, Preto - KF426C16BB2A/8;R$ 189,99
292;Memória Crucial Ballistix, 8GB, 2666MHz, DDR4, CL16, 1.35V, Preto - PC4-21300;R$ 199,41
293;Memória ADATA XPG Spectrix D50, RGB, 16GB, 3200MHz, DDR4, Branco - Ax4u320016g16a-Sw50;R$ 369,81
294;Memória XPG Spectrix D50, RGB, 16GB (2x8GB), 3600MHz, DDR4, CL18, Cinza - AX4U36008G18I-DT50;R$ 429,99
295;Memória Kingston Fury Renegade RGB, 16GB, DDR4, 3200MHz, CL16, Preto - KF432C16RB12A/16;R$ 329,99
296;Memória Kingston Fury Beast, 32GB, 2666MHz, DDR4, CL16, Preto - KF426C16BB/32;R$ 539,99
297;Memória Crucial, 8GB, 1600MHz, DDR3L, 1.35V - Para Notebook;R$ 159,00
298;Memória Corsair Vengeance RGB Pro, 16GB (2x8GB), 2666MHz, DDR4, CL16, Preto - CMW16GX4M2A2666C16;R$ 399,99
299;Memória Kingston Fury Beast para Intel XMP, 32GB (2x16GB), 4800MHz, DDR5, CL38, Preto - KF548C38BBK2-32;R$ 899,99
300;Memória Kingston Fury Impact SODIMM, 16GB, 2666MHz, DDR4, CL15, Para Notebook - KF426S15IB1/16;R$ 288,00
301;Memória Kingston Fury Beast para Intel XMP, RGB, 32GB, 5600MHz, DDR5, CL40, Branco - KF556C40BWA-32;R$ 929,99
302;Memória Oxy, 4GB, 1600MHz, DDR3 - OXY16N11/4G;R$ 56,91
303;Memória Kingston Fury Renegade, RGB, 16GB (2x8GB), 4600MHz, DDR4, CL19, Preto - KF446C19RBAK2/16;R$ 779,99
304;Memória Kingston Fury Beast para Intel XMP, RGB, 16GB, 5600MHz, DDR5, CL40, Branco - KF556C40BWA-16;R$ 519,99
305;Memória Kingston KVR, 8GB, 1600MHz, DDR3L, CL11 - KVR16LN11/8WP;R$ 199,99
306;Memória Corsair Vengeance, 4GB, 1600MHz, DDR3, CL9, Preto - CMZ4GX3M1A1600C9;R$ 159,99
307;Memória Kingston Fury Renegade, RGB, 32GB, DDR4, 3200MHz, CL16, Preto - KF432C16RB2A/32;R$ 569,99
308;Memória Kingston Fury Renegade RGB, 64GB, DDR4, (2x32GB), 3600MHz, CL16, Preto - KF436C18RB2AK2/64;R$ 1.299,99
309;Memória Kingston Fury Beast, 32GB, 4800MHz, DDR5, CL38, Preto - KF548C38BB-32;R$ 799,99
310;Memória Oxy, 8GB, 1333MHz, DDR3, Para Notebook - OXY16S11/4G;R$ 85,41
311;Memória Kingston Fury Impact SODIMM, 8GB, 2666MHz, DDR4, Para Notebook, Black - KF426S15IB/8;R$ 150,00
312;Memória Kingston Fury Renegade RGB, 8GB, DDR4, 3600MHz,CL16, Preto - KF436C16RB2A/8;R$ 229,99
313;Memória Corsair Vengeance RT, RGB, 32GB (2x16GB), 3200MHz, DDR4, CL16, Preto - CMN32GX4M2Z3200C16;R$ 649,99
314;Memória Corsair Dominator Platinum RGB, 32GB (2x16GB), 3600MHz, DDR4, C18, Preto - CMT32GX4M2Z3600C18;R$ 899,99
315;Memória Oxy, 4GB, 2666MHz, DDR4, CL19, Para Notebook - OXYBR26S19S8/4;R$ 85,41
316;Memória Kingston Sodimm, 16GB DDR5, 4800mhz, Cl40, Para Notebook - Kvr48s40bs8-16;R$ 571,32
317;Memória Corsair Vengeance RT, RGB, 16GB (2x8GB), 3600MHz, DDR4, CL18, Branco - CMN16GX4M2Z3600C18W;R$ 449,99
318;Memória Kingston 16GB, 3200 ECC, DDR4, KSM32ED8/16HD, Dell T150/T350/R250/R350;R$ 599,00
319;Memória Kingston Fury Beast, RGB, 16GB, 5200MHz, DDR5, CL36, Branco - KF552C36BWEA-16;R$ 499,99
320;Memória Kingston Fury Beast, RGB, 8GB, 3600MHz, DDR4, CL17, Preto - KF436C17BBA/8;R$ 209,99
321;Memória Kingston Fury Renegade RGB, 64GB, DDR4, (2x32GB), 3200MHz, CL16, Preto - KF432C16RB2AK2/64;R$ 1.199,99
322;Memória Crucial, 8GB, 1600MHz, DDR3, Para Notebook;R$ 142,41
323;Memória Para Notebook Kingston 4GB, DDR4, 2666mhz, Cl19 - Kvr26s19s8/4;R$ 72,43
324;Memória Ram Macrovip, 8GB, 2400MHZ, DDR4 - MV24N17/8;R$ 129,74
325;Memória GTA Tech, 8GB, 2666MHz, DDR4, 1.2V, Para Notebook - GT8G2666N;R$ 105,09
326;Memória Corsair Value Select, 8GB, 2133MHz, DDR4, Para Notebook - CMSO8GX4M1A2133C15 2111;R$ 198,00
327;Memória Ram Crucial, 16GB, 2133Mhz, DDR4, Para Notebook;R$ 313,40
328;Memória Corsair Dominator Platinum, RGB, 64GB (2x32GB), 5600MHz, DDR5, C40, Preto - CMT64GX5M2B5600Z40K;R$ 1.799,99
329;Memória Gamer Kingston Fury Beast, 16GB, DDR4, 2666mhz, Cl16, RGB - Kf426c16bba/16;R$ 296,10
330;Memória 8GB, Note Hyperx Kingston, DDR4 2666 - HX426S15IB2/8;R$ 199,90
331;Memória Kingston Fury Beast RGB, 8GB, 3733MHz, DDR4, CL19, Preto - KF437C19BB2A/8;R$ 209,99
332;Memória Kingston Fury Beast, 8GB, 3200MHZ, DDR4, RGB, PRETO - KF432C16BB2A/8;R$ 185,30
333;Memória Kingston SODIMM, 8GB, 3200MHz, DDR4, 1.20V - DDR4-3200/PC4-25600 - KCP432SS8/8;R$ 543,58
334;Memória Kingston Fury Renegade, RGB, 8GB, 3200MHz, DDR4, CL16, Preto - KF432C16RBA/8;R$ 219,99
335;Memória Patriot Viper Elite II, 16GB, 3600MHz, DDR4, Vermelho - PVE2416G360C0;R$ 325,12
336;Memória Kingston HyperX Fury, 8GB, 1600MHz, DDR3, PC3-12800, Para PC - HX316C10FB/8G;R$ 151,91
337;Memória Kingston Fury Beast, RGB, 8GB, 3200MHz, DDR4, CL16 - KF432C16BBA/8;R$ 179,10
338;Memória Kingston Fury Beast, RGB, 64GB (2x32GB), 5200MHz, DDR5, CL36, Branco - KF552C36BWEAK2-64;R$ 1.699,99
339;Memória Corsair 8GB (2x4GB), 1600MHz, DDR3, C11 - CMV8GX3M2A1600C11;R$ 199,99
340;Memória Multi SODIMM, DDR3 - PC3L-12800 - MM820;R$ 297,90
341;Memória Kingston Fury Renegade, RGB, 16GB, DDR4, (2x8GB), 3200MHz, CL16, Preto - KF432C16RB2AK2/16;R$ 419,99
342;Memória Kingston Fury Beast, 64GB (4x16GB), 2666MHz, DDR4, CL16, Preto - KF426C16BB1K4/64;R$ 1.099,99
343;Memória Sodimm Para Notebook,4GB,DDR4, 3200mhz;R$ 96,29
344;Memória Kingston Fury Beast para Intel XMP, RGB, 64GB (2x32GB), 4800MHz, DDR5, CL38, Preto - KF548C38BBAK2-64;R$ 1.699,99
345;Memória Kingston Fury Beast, RGB, 32GB (2x16GB), 3733MHz, DDR4, CL19, Preto - KF437C19BB1AK2/32;R$ 749,99
346;Memória Kingston Fury Impact, 16GB (2x 8GB), 4800MHz, DDR5, CL38, Para Notebook - KF548S38IBK2-16;R$ 499,99
347;Memória Patriot Viper Elite II, 16GB, 2666MHz, DDR4, CL16, Para Desktop, Preto E Vermelho - PVE2416G266C6;R$ 234,37
348;Memória RAM Para Notebook Kingston, Fury Impact, DDR4, 16GB, 2666mhz, Preto - KF426S16IB/16;R$ 364,09
349;Memória ADATA XPG Spectrix D60G, 16GB, 3200MHz, DDR4, UDIMM, Para Desktop - AX4U320016G16A ST60;R$ 385,11
350;Memória Kingston Fury Beast, RGB, 32GB, 5200MHz, DDR5, CL36, Branco - KF552C36BWEA-32;R$ 899,99
351;Memória Multi, 8GB, 1600MHz, DDR3, 11VDDQ, Para Notebook - MM820;R$ 369,00
352;Memória Kingston Fury Beast para Intel XMP, RGB, 64GB (2x32GB), 5600MHz, DDR5, CL40, Branco - KF556C40BWAK2-64;R$ 1.799,99
353;Memória Patriot Viper, 16GB, 3200MHz, Para Desktop - PVE2416G320C8;R$ 242,10
354;Memória Goldentec SST, 8GB, 1600MHz, DDR3L, Para Notebook;R$ 119,90
355;Memória Gamer Gt Gamer Goldentec, 8GB, DDR4, 2400mhz;R$ 214,15
356;Memoria  Kingston, 16GB DDR4, 2400mhz - Kvr24n17s8/16;R$ 213,00
357;Memória Kingston Fury Renegade, 8GB, 3600MHz, DDR4, Preto - Kf436c16rb/8;R$ 237,06
358;Memória Ioway 16GB, DDR4, 2666MHZ, Sodimm;R$ 369,00
359;Memória Neologic Gamer U-DIMM, 8GB, 3200MHz, DDR4, CL16, Com Dissipador - NL-8GB-3200;R$ 143,30
360;Memória Kingston, 8GB, 2400MHz, DDR4;R$ 404,91
361;Memória Kingston Fury Beast, 16GB, 6000MHz, DDR5;R$ 461,55
362;Memória XPG D60G, RGB, 8GB, 3200MHz, DDR4 - AX4U320088G16AST60;R$ 232,11
363;Memória Crucial, 8GB, 3200MHz, DDR4, CL22 - CT8G4DFRA32A;R$ 144,50
364;Memória RAM 8GB Ioway Pro, DDR4 Dissipador De Calor 3200mhz;R$ 113,32
365;Memoria Kingston 32Gb, Ddr4 3200mhz, 1.2v Desktop - Kvr32n22d8/32;R$ 641,48
366;Memória Kingston Fury Impact, 64GB (2x 32GB), 4800MHz, DDR5, CL38, Para Notebook - KF548S38IBK2-64;R$ 1.499,99
367;Memória RAM Keepdata, 4GB, 1333MHz, DDR3, Para Desktop - Kd13n9/4g;R$ 49,14
368;Memória Ram Crucial, 4GB, 2133Mhz, DDR4, Para Notebook;R$ 151,91
369;Memória XPG Spectrix D50, RGB, 32GB, 3200MHz, DDR4, CL16, Cinza - AX4U320032G16A-ST50;R$ 629,99
370;Memória Patriot Signature, 8GB, 1600MHz, DDR3, Para PC - PSD38G16002;R$ 166,19
371;Memória Kingston Fury Renegade, RGB, 16GB, DDR4, (2x8GB), 3600MHz, CL16, Preto - KF436C16RB2AK2/16;R$ 469,99
372;Memória Corsair Vengeance RT, RGB, 16GB (2x8GB), 3200MHz, DDR4, CL16, Branco - CMN16GX4M2Z3200C16W;R$ 419,99
373;Memória Corsair Vengeance LPX Black, 8GB, 2400MHz, DDR4, CL16 - CMK8GX4M1A2400C16;R$ 221,81
374;Memória NTC, 4GB, 2666MHz, DDR4, Para Desktop - NTCKF2666DD4-4GB;R$ 78,21
375;Memoria Crucial 8GB, DDR4, 3200mhz,  1.2v, para Notebook;R$ 219,00
376;Memória Kingston Gamer HyperX Fury Black, 8GB, 2666MHz, DDR4, CL16 - HX426C16FB3/8;R$ 392,31
377;Memória Desktop Gamer Xpg Gammix D10 16GB DDR4, 3200mhz - Ax4u320016g16a-sb10;R$ 327,51
378;Memória Corsair Vengeance RGB Pro, 16GB (2x8GB), 3000MHz, DDR4, CL15, Preto - CMW16GX4M2C3000C15;R$ 409,99
379;Memória 4GB, Easy Memory, DDR3, 1600mhz, Cl11 - Easy16n11/4;R$ 40,16
380;Memória Kingston Fury Beast RGB, 32GB (2x16GB), 2666MHz, DDR4, CL16, Preto - KF426C16BB12AK2/32;R$ 609,99
381;Memória RAM 8GB,Ioway Pro, DDR4, Dissipador De Calor, 2666mhz;R$ 110,88
382;Memória Corsair Vengeance RGB Pro, 32GB (4x8GB), 3200MHz, DDR4, CL16, Preto - CMW32GX4M4C3200C16;R$ 899,99
383;Memória Kingston, 8GB, 1333MHz, DDR3, Para Notebook - KVR1333D3S9-8G;R$ 174,58
384;Memória Kingston Fury Beast, RGB, 64GB (2x32GB), 5600MHz, DDR5, CL36, Branco - KF556C36BWEAK2-64;R$ 1.799,99
385;Memória Kingston Fury Beast para Intel XMP, RGB, 32GB (2x16GB), 5200MHz, DDR5, CL40, Preto - KF552C40BBAK2-32;R$ 999,99
386;Memória Corsair Vengeance RGB Pro, 16GB (2x8GB), 3000MHz, DDR4, CL15, Branco - CMW16GX4M2C3000C15W;R$ 419,99
387;Memória RAM Samsung, 16GB DDR3, 1600MHZ PC3L - M393B2G70DB0-YKO;R$ 600,00
388;Memória Corsair Dominator RGB, 32GB (2x16GB), 3200MHz, DDR4, C16, Preto - CMT32GX4M2C3200C16;R$ 819,99
389;Memória Oxy, 8GB, 2133MHz, DDR4 - OXY21R15D4/8G;R$ 126,26
390;Memória Kingston SODIMM, 8GB, 3200MHz, DDR4, 1.20V - PC4-25600 - KCP432SS6/8;R$ 248,37
391;Memoria Crucial Notebook DDR4 16GB, 3200mhz, 1.2v;R$ 299,00
392;Memória Oxy, 8GB, 2400MHz, DDR4 - OXY24N17S8/8;R$ 126,26
393;Memória Patriot Viper, RGB, 8GB, 3200MHz, Stell - PVSR48G320C8;R$ 213,04
394;Memória Kingston Fury Renegade RGB, 8GB, DDR4, 3200MHz, CL16, Preto - KF432C16RB2A/8;R$ 199,99
395;Memória Desktop Crucial 32GB DDR4, 3200mhz Udimm - Ct32g4dfd832a;R$ 518,31
396;Memória Kingston Fury Beast para Intel XMP, RGB, 32GB, 6000MHz, DDR5, CL40, Branco - KF560C40BWA-32;R$ 949,99
397;Memória Kingston, 4GB, 2666MHz, DDR4, CL19 - KVR26N19S6/4;R$ 104,31
398;Memória Kingston Fury Beast RGB, 32GB (2x16GB), 3733MHz, DDR4, CL19, Preto - KF437C19BB12AK2/32;R$ 759,99
399;Memória RAM Hyperx Fury, Desktop Gamer, DDR3 8GB, 1333mhz;R$ 164,90
400;Memoria Colorful, 8Gb, 5200 Mhz, Ddr5, Cl40 - Battle-ax;R$ 351,12
401;Kit Com 2 Memorias Kingston 8GB DDR3, 1600mhz, Kvr16n11/8;R$ 131,60
402;Memória Kingston Fury Besat para Intel XMP, 64GB (4X16GB), 6000MHz, DDR5, CL40, Branco - KF560C40BWK4-64;R$ 1.949,99
403;Memória RAM Crucial, 8GB, DDR4 2666mhz, Cl19 - CT8G4DFS8266;R$ 152,62
404;Memória Corsair Vengeance RGB PRO SL, 16GB (2x8GB), 3600MHz, DDR4, CL18, Preto - CMH16GX4M2D3600C18;R$ 439,99
405;Memória Corsair Vengeance RGB, 16GB (2x8GB), 3200MHz, DDR4, CL16, Preto - CMW16GX4M2C3200C16;R$ 429,99
406;Memória Kingston Fury Beast, 4GB, 3200MHz, DDR4, CL16, Preto - KF432C16BB/4;R$ 189,99
407;Memória Corsair Value Select 4GB, 1600MHz, DDR3, C11, para Notebook - CMSO4GX3M1A1600C11;R$ 119,99
408;Memória Kingston Fury Renegade, RGB, 32GB, 3600MHz, DDR4, CL18, Preto - KF436C18RBA/32;R$ 599,99
409;Memória XPG Spectrix D50, RGB, 32GB (2x16GB), 4133MHz, DDR4, CL19, Cinza - AX4U413316G19J-DT50;R$ 859,99
410;Memória Oxy, 2GB, 800MHz, DDR2;R$ 47,41
411;Memória Keepdata, 4GB,  1600MHz, DDR3, Para Desktop - Kd16n11/4g;R$ 49,14
412;Memória Corsair Vengeance RT, RGB, 16GB (2x8GB), 3200MHz, DDR4, CL16, Preto - CMN16GX4M2Z3200C16;R$ 399,99
413;Memória Kingston, 8GB, 2666MHz, DDR4, Para Notebook - KVR26S19S8/8;R$ 162,75
414;Memória Crucial SODIMM, 8GB, 2666MHz, DDR4, Para Notebook, 1.2V - CT8G4SFS8266;R$ 199,00
415;Memória Oxy Gamer, RGB, 32GB, 3200MHz, DDR4;R$ 641,16
416;Memória XPG GAMMIX D10, 8GB, 3200MHz, DDR4, Black;R$ 193,94
417;Memoria Patriot, 8GB, DDR4, 3200mhz, 1.2 Signature - Notebook - Psd48g320081s;R$ 170,32
418;Memória Kingston, 2GB, 667MHz, DDR2, PC5300 - KVR667D2N5;R$ 149,90
419;Memória NTC, 4GB, 1600MHz, DDR3, Para Notebook - NTCKF1600ND3-4GB;R$ 48,51
420;Memória 4GB Pny, 2666mhz, DDR4, Cl19 - Md4gsd42666-tb;R$ 88,57
421;Memória Lenovo, 8GB, 3200MHz, DDR4, Para Notebook;R$ 269,80
422;Memória Corsair 16GB (2x8GB), 1333MHz, DDR3, C9, para Macbook - CMSA16GX3M2A1333C9;R$ 399,99
423;Memória Crucial, 8GB, 2400mhz,  DDR4, 1.2v;R$ 189,90
424;Memória Hikvision, 8GB, 2666MHz, DDR4, Para Notebook;R$ 144,00
425;Memoria RAM Corsair Valueselect 8GB, DDR4,2133mhz, 1x8 GB - cmv8gx4m1a2133c15;R$ 215,08
426;Memória Crucial, 16GB, 2666MHz, DDR4, CL19, Para Notebook - CB16GS2666;R$ 289,00
427;Dissipador de Calor Para Memoria Rgb, 5v Aluminio X2 Segotep.;R$ 62,31
428;Memória Kingston Fury Renegade RGB, 32GB, 1x32gb, 6000mhz, DDR5;R$ 2.209,90
429;Memória Corsair Vengeance 64GB (2x32GB), 2666MHz, DDR4, C18, para Notebook, Preto - CMSX64GX4M2A2666C18;R$ 949,99
430;Memória Ram Kingston Fury Beast, 8GB, 4800MHZ, DDR5,  RGB, Preto - KF548C38BBA-8;R$ 321,08
431;Memória Crucial, 4GB, 2666MHz, DDR4, CL19, Para Notebook - CB4GS2666;R$ 92,65
432;Memória Kingston Fury Beast para Intel XMP, 64GB (4X16GB), 6000MHz, DDR5, CL40, Preto - KF560C40BBK4-64;R$ 1.999,99
433;Memória Kingston, 16GB, 2666MHz, DDR4, CL19 - KVR26N19S8/16;R$ 221,79
434;Memória Kingston, 8GB, 2666MHz, DDR4, CL19 - KVR26N19S8/8;R$ 120,99
435;Memória Kingston Fury Beast para Intel XMP, RGB, 32GB, 5200MHz, DDR5, CL40, Branco - KF552C40BWA-32;R$ 859,99
436;Memória Sodimm 8GB DDR3 1600mhz Bluecase - Para Notebook - Cl11 - Bmso3d16m135v11/8g;R$ 138,59
437;Memória Oxy, 4GB, 2400MHz, DDR4, Para Notebook;R$ 85,41
438;Memória Kingston Fury Renegade, 16GB, 3600mhz, DDR4, CL16, RGB, Preto, Kf436c16rb1a/16;R$ 519,28
439;Memória Corsair Value Select 4GB, 1333MHz, DDR3L, CL9 para Notebook - CMSO4GX3M1C1333C9;R$ 119,99
440;Memória Corsair 16GB (2x8GB), 2666MHz, DDR4, C18, para Macbook - CMSA16GX4M2A2666C18;R$ 289,99
441;Memória Corsair Vengeance LPX, 8GB, 2400MHz, DDR4 - CMK8GX4M1A2400C16R;R$ 221,81
442;Memória Ram Kingston, 16GB, 2666MHZ, DDR4 - KCP426SD8/16;R$ 408,89
443;Memória Corsair Vengeance RGB Pro, 32GB (2x16gb), 3200MHz, DDR4, Preto - cmw32gx4m2e3200c16;R$ 964,52
444;Memória Kingston Fury Beast para Intel XMP, RGB, 32GB (2x16GB), 4800MHz, DDR5, CL38, Preto  - KF548C38BBAK2-32;R$ 959,99
