ID;Descrição;Preço em R$
163;Processador Intel Core I3-10100 Comet Lake, 3.60GHz (4.30GHz), Cache 6MB, LGA 1200 - BX8070110100;R$ 647,03
164;Processador Intel Core I7-10700F, 2.9GHz, Cache 16MB, LGA 1200 - BX8070110700F;R$ 1.932,82
165;Processador AMD Ryzen 5 7600 4,00ghz, 6-core, 38MB, Am5;R$ 1.579,90
166;Processador AMD Ryzen 5 7600x 38mb 5.3ghz 100-100000593wof;R$ 2.226,90
167;Processador AMD Ryzen 7 7700, 3.8GHz (5.3GHz Max Turbo), Cache 32MB, 8 Cores, 16 Threads, AM5, Wraith Prism - 100-100000592BOX;R$ 2.164,80
168;Processador 1151 Core I5, 7400, 3.0ghz/6mb, 7ºg,  S/cooler;R$ 464,07
169;Processador Intel Core I5 11400, 2.6ghz, (4.4ghz Turbo), 11ª Geração, 6-cores 12-threads, Lga 1200 - Box;R$ 1.428,29
170;Processador Amd Ryzen 5 8500g, 5.0GHZ, Cache 22MB, AM5, Sem Cooler - 100-100000931box;R$ 1.299,00
171;Processador Intel Pentium G2030, 3.0ghz, LGA 1155;R$ 128,24
172;Processador Intel Core I5-11500 11ª Geração, 2.7GHz, Cache 12MB, Hexa Core, 4 Threads, LGA 1200 - BX8070811500;R$ 1.382,67
173;Processador Intel Core I7-13700f Box LGA 1700 30MB Cache) Sem Vídeo Integrado - Bx8071513700f;R$ 3.109,64
174;Processador Intel Core I5 13600kf, 5.10ghz Max Turbo, 14-core, Lga1700;R$ 2.023,11
175;Processador Intel Core I5-12600KF 12ª Geração, 3.7GHz, Cache 20MB, 10 Núcleos, 16 Threads, LGA 1700 - BX8071512600KF;R$ 1.510,55
176;Processador Intel Core I9-13900 LGA 1700 24 Cores 32 Threads 5.6ghz 36MB Cache UHD Intel 770 - BX8071513900;R$ 4.188,64
177;Processador Intel Core I9-12900 12ª Geração, 1.8GHz, Cache 30MB, Núcleos 16, Threads 24, LGA 1700 - Bx8071512900;R$ 3.514,18
178;Processador Intel Xeon E-2224G, 3.5GHz (4.7GHz Turbo), Cache 8MB, LGA 1151 - BX80684E2224G;R$ 1.694,65
179;Processador Intel Core I7-13700KF, 2.5GHz, 1700 - BX8071513700KFI;R$ 2.619,90
180;Processador Intel Core I7 6700 Skylake, 3.4GHz (Turbo Max 4.00GHz), Cache 8MB, LGA 1151;R$ 1.206,15
181;Processador Intel Core I5-10600KF, 4.1GHz, Cache 12MB, LGA 1200 - BX8070110600KF;R$ 1.022,47
182;Processador Intel Core I9-11900KF, 3.5GHz, Cachê 16MB, LGA 1200 - BX8070811900KF;R$ 2.416,41
183;Processador Amd Ryzen Threadripper 7980x, 3,2GHZ (Máxima Turbo 5.1GHZ), 64 Núcleos, 320MB -  100-100001350wof;R$ 46.360,80
184;Processador Intel Celeron G5925 10ª Geração, 3.6GHz, Cache 4MB, LGA 1200 - BX80701G5925;R$ 371,19
185;Processador Intel Core I5 6500, 3.6GHz, Cache 6MB, Quad Core, 4 Threads, LGA 1151- CM8066201920404;R$ 719,10
